Section Name,Item Name,Comment Name,Comment Text,"Comment Type (info, limit, defect)","Category (-1: Low, 0: Med, 1: High)",Multiple Choice Options (comma-separated),"Unit Type Options (numeric answers only, comma-separated)",Recommendation (from list),Order (w/i item),"Answer Type (boolean, checkbox, date, number, range, text)",Default Value,"Default Value 2 (for ""range"" types)","Default Unit Type (for ""number"" and ""range"" types)",Default Location,Default Estimate Min,Default Estimate Max,Locked,Simple Format,Disable Photos,Uses,Default Photo 1,Default Photo 1 Caption,Default Photo 2,Default Photo 2 Caption,Default Photo 3,Default Photo 3 Caption,Default Photo 4,Default Photo 4 Caption,Default Photo 5,Default Photo 5 Caption,Default Photo 6,Default Photo 6 Caption,Default Photo 7,Default Photo 7 Caption,Default Photo 8,Default Photo 8 Caption,Default Photo 9,Default Photo 9 Caption,Default Photo 10,Default Photo 10 Caption,Last Modified
General Structure,Crawlspace,"Floor structure: CMU support column, CMU oriented wrong","In the crawlspace, concrete masonry units (CMU, commonly known as concrete block) installed as supports beneath the beam supporting floor joists were installed in their weak orientation. This condition is improper and could result in structural failure. The inspector recommends installation of proper supports by a qualified contractor.",defect,0,,,carpenter,26,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:03
General Structure,Crawlspace,Floor structure: cut floor joist,"In the crawlspace, a floor joist had been cut in order to more easily install plumbing drain components. The cut joist was left unsupported. The Inspector recommends correction by a qualified contractor.",defect,0,,,carpenter,27,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:03
General Structure,Crawlspace,"Floor structure: decay, advanced, under sliding glass door",Wood framing visible in the crawlspace beneath the sliding glass door exhibited advanced decay. The Inspector recommends that before the expiration of your Inspection Objection Deadline you consult with a qualified contractor to discuss options and costs for repair.,defect,0,,,carpenter,28,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:03
General Structure,Framed Floor Structure,"Floor structure: exterior floor/foundation joint, no flashing, add sealant","No flashing protected the area where the floor structure rested on the foundation wall. This condition may allow moisture intrusion of the wall structure, resulting in damage from decay or mold growth. You should consult with a qualified contractor to discuss the best course of action.",defect,0,,,carpenter,18,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:19:59
General Structure,Framed Floor Structure,"Floor structure: exterior floor/foundation joint, no flashing, sealant only","No flashing protected the area where the floor structure rested on the foundation wall, this joint was protected by a sealant only. Sealant will eventually dry, shrink, and crack. It should be checked annually and maintained as necessary to prevent moisture intrusion that can cause decay or mold growth. You should consult with a qualified contractor to discuss the best course of action.",defect,0,,,carpenter,19,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:19:59
General Structure,Framed Floor Structure,Floor structure: floor sloped,The floor sloped noticeably. Determining the cause exceeded the scope of the General Home Inspection. An evaluation should be performed by a qualified foundation or general contractor to better determine the risk that this condition will become worse in the future.,defect,0,,,carpenter,20,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:19:59
General Structure,Crawlspace,Floor structure: framing damaged,Damaged floor structure framing visible in the crawlspace should be repaired by a qualified contractor.,defect,0,,,carpenter,29,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:03
General Structure,Crawlspace,Floor structure: framing improper ,Improper floor structure framing in the crawlspace should be corrected by a qualified contractor.,defect,0,,,carpenter,31,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:03
General Structure,Crawlspace,"Floor Structure: framing, fastening inadequate",Structural framing members visible in the crawlspace appeared to be inadequately fastened. The Inspector recommends that an evaluation and any necessary work be performed by a qualified contractor.,defect,0,,,carpenter,30,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:03
General Structure,Crawlspace,"Floor Structure: framing, improper materials",Improper materials were used for structural framing visible in the crawlspace. The Inspector recommends correction by a qualified contractor.,defect,0,,,carpenter,32,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:03
General Structure,Crawlspace,"Floor structure: framing, inadequate bearing",Floor structure framing members in the crawlspace appeared to have inadequate bearing. The Inspector recommends that an evaluation and any necessary work be performed by a qualified contractor.,defect,0,,,pro,33,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:03
General Structure,Crawlspace,"Floor structure: girder clearance &lt; 12""",A wood floor structure support beam in the crawlspace had less than the 12-inch clearance from soil recommended by good building practice. The Inspector recommends that action be taken to provide proper clearance.,defect,0,,,pro,34,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:03
General Structure,Framed Floor Structure,Floor structure: high center,The floor structure was higher along the central portion of the home. This can be caused by different conditions. Identifying the cause and/or determining the level of risk of continuing damage associated with this condition exceeds the scope of the General Home Inspection and would require the services of a qualified foundation contractor or structural engineer.,defect,1,,,pro,21,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:19:59
General Structure,Framed Floor Structure,"Floor structure: high center, soil movement",The floor structure was higher along the central portion of the home. This can be caused by soil and/or foundation movement. Identifying the cause and/or determining the level of risk of continuing damage associated with this condition exceeds the scope of the General Home Inspection and would require the services of a qualified foundation contractor or structural engineer.,defect,1,,,pro,22,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:19:59
General Structure,Framed Floor Structure,"Floor structure: insulation, installed backing down, elevated moisture levels","Floor structure insulation in the unheated crawlspace was installed with the backing toward the cold side. Thermal insulation should always be installed with the backing toward the warm side. Elevated moisture levels across floor framing indicated that this condition has caused excessive amounts of condensation to develop. If it becomes severe enough, framing decay or mold growth can develop. This condition has the potential for severe, expensive-to-repair floor structure damage. An evaluation should be performed by a qualified contractor to provide an estimate for correction.",defect,1,,,insulation,23,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:19:59
General Structure,Framed Floor Structure,"Floor structure: insulation, installed backing down, OK",Floor structure insulation in the unheated crawlspace was installed upside down. Thermal insulation should always be installed with the backing toward the warm side. Installing insulation with the backing toward the cold side can cause excessive amounts of condensation to develop. No problems were observed that appeared to be related to this condition.,defect,0,,,,24,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:19:59
General Structure,Framed Floor Structure,"Floor structure: insulation, loose, missing insulation",Floor structure insulation  in the unheated crawlspace was loose or missing. Insulation should be secured or replaced to help reduce heating costs and increase home comfort.,defect,0,,,insulation,25,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:19:59
General Structure,Framed Floor Structure,"Floor structure: insulation, none installed","No Floor structure insulation was installed. This condition will draw heat from the living space, increasing heating costs and reducing comfort levels. You should consult with a qualified contractor to discuss options and costs for insulating the floor.",defect,0,,,insulation,26,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:19:59
General Structure,Crawlspace,"Floor structure: joist clearance &lt; 18""",Joists in the crawlspace had less than the 18-inch clearance from soil recommended by good building practice. Excessively damp conditions in the crawlspace may result in weakening of the joists from decay (rot). Diligence should be exercised preventing moisture intrusion of the crawlspace to avoid expensive repairs.,defect,0,,,pro,35,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:03
General Structure,Crawlspace,"Floor structure: plates non-decay resistant, decay localized",The exterior wall sill plates visible in the crawlspace were not pressure-treated to resist wood decay or of a type of wood species which has a natural resistance to wood decay. These sill plates will be more vulnerable to wood decay than pressure-treated wood typically used in for this application.  Probing revealed localized areas of advanced wood decay that did not appear to be affecting the structural integrity of the home at the time of the inspection. The source of moisture causing decay should be located and corrected by a qualified contractor.,defect,0,,,carpenter,36,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:03
General Structure,Crawlspace,"Floor structure: plates non-decay resistant, decay widespread",The exterior wall sill plate visible in the crawlspace was not pressure-treated to resist wood decay or of a type of wood species which has a natural resistance to wood decay (rot). Probing revealed widespread advanced wood decay which may affect the structural integrity of the home. The Inspector recommends that an evaluation and any necessary corrections or repairs be performed by a qualified contractor. The source of moisture intrusion causing decay should be located and corrected.,defect,1,,,carpenter,37,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:03
General Structure,Crawlspace,Floor structure: Poorly attached ledger,The ledger attaching the floor structure framing to the foundation walls was poorly attached or supported. The Inspector recommends that additional support be installed by a qualified contractor.,defect,0,,,carpenter,38,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:03
General Structure,Crawlspace,Floor structure: poorly built support walls,Framed walls supporting intermediate parts of the floor structure were poorly constructed. They appeared to be adequately supporting the floor structure.,defect,0,,,pro,39,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:03
General Structure,Framed Floor Structure,"Floor structure: post base, decay",Posts that supported the floor structure had decayed bases that will eventually crush and fail. This will compromise the integrity of the floor structure and any structural load it supports and may result in serious structural damage. An evaluation should be performed by a qualified contractor to provide an estimate for work as necessary.,defect,0,,,carpenter,27,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:19:59
General Structure,Framed Floor Structure,"Floor structure: post decay, footing",Posts supporting the floor assembly exhibited advanced wood decay where they rested on the footing. Decay will eventually weaken these support posts to the point at which they will no longer support the structural loads they were designed to carry and they will fail. An evaluation should be performed by a qualified contractor to provide an estimate for work as necessary.,defect,0,,,cabinet,28,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:19:59
General Structure,Crawlspace,Floor structure: sagging floor joists,"In the crawlspace, the main floor structure sagged. The Inspector recommends that action be taken to correct or stabilize the floor structure. All work should be performed by a qualified contractor.",defect,0,,,carpenter,40,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:03
General Structure,Framed Floor Structure,"Floor structure: sloping floor, older home, may continue slowly","Home floors were not level but sloped down toward the outside walls. This condition is not unusual in a home of this age, and unless changes are made that increase soil moisture levels near the foundation, this condition may be stable, or continue very slowly in the future. ",defect,0,,,,29,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:19:59
General Structure,Framed Floor Structure,"Floor structure: sloping floor, older home, refer to specialist",Home floors were not level but sloped down toward the outside walls. This condition is not unusual in a home of this age. Determining the likelihood that movement will continue and this condition will worsen in the future exceeds the scope of the General Home Inspection and would require the services of a specialist such as a qualified foundation contractor or a structural or geological engineer.,defect,0,,,,30,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:19:59
General Structure,Crawlspace,"Floor structure: stains beneath sliding glass door, dry","In the crawlspace, wood framing visible beneath the sliding glass door exhibited staining typical of moisture intrusion. The moisture meter measured no elevated levels of moisture indicating recent leakage. This may indicate that the source of moisture has been corrected or may result from a lack of recent precipitation. This type of moisture intrusion can lead to damage of the floor structure from wood decay. An appropriate sealant should be applied around the threshold of the sliding glass door to help prevent future moisture intrusion leading to  damage from decay. All work should be performed by a qualified contractor.",defect,0,,,pro,41,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:03
General Structure,Framed Floor Structure,"Floor structure: stains beneath sliding glass door, dry","Wood framing beneath the sliding glass door exhibited staining typical of moisture intrusion. The moisture meter measured no elevated levels of moisture indicating recent leakage. This may indicate that the source of moisture has been corrected or the source may be intermittent. If it continues, this type of moisture intrusion can lead to damage of the floor structure from wood decay. This framing should be checked during periods of heavy rain to ensure that leakage has not continued.",defect,0,,,pro,31,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:19:59
General Structure,Crawlspace,"Floor structure: stains beneath sliding glass door, elevated levels",Wood framing visible in the crawlspace beneath the sliding glass door exhibited staining typical of moisture intrusion. The moisture meter measured elevated levels of moisture indicating recent leakage. This type of moisture intrusion can lead to damage of the floor structure from wood decay. An appropriate sealant should be applied around the threshold of the sliding glass door to help prevent future moisture intrusion leading to damage from decay. All work should be performed by a qualified contractor.,defect,0,,,pro,42,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:03
General Structure,Framed Floor Structure,"Floor structure: stains/decay beneath sliding glass door, elevated moisture levels",Wood framing visible in the crawlspace beneath the sliding glass door exhibited staining and decay typical of moisture intrusion. The moisture meter measured elevated levels of moisture indicating recent leakage. This type of moisture intrusion can lead to damage of the floor structure from wood decay. An evaluation and work as necessary should be performed by a qualified contractor.,defect,1,,,pro,32,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:19:59
General Structure,Crawlspace,Floor structure: support beam improper splice,A floor structure support beam in the crawlspace was improperly spliced. This condition may reduce the strength of this framing member to an unacceptable level. The Inspector recommends that an evaluation and any necessary work be performed by a qualified contractor.,defect,0,,,carpenter,43,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:03
General Structure,Crawlspace,Floor structure: support beam improper splice,A floor structure support beam visible in the crawlspace was improperly spliced. This condition may reduce the strength of this framing member to an unacceptable level. The Inspector recommends that an evaluation and any necessary work be performed by a structural engineer.,defect,0,,,pro,44,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:03
General Structure,Crawlspace,Floor structure: support posts bear on soil,"In the crawlspace, posts installed to support the floor structure rested upon soil only. Such posts should bear on a concrete pad. This condition may allow eventual of the floor structure. The inspector recommends correction by a qualified contractor.",defect,0,,,carpenter,45,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:03
General Structure,Crawlspace,Floor structure: wood beam crushing,"In the crawlspace, a wood structural beam appeared to be inadequately supported and exhibited crushing. The Inspector recommends correction by a qualified contractor.",defect,1,,,carpenter,46,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:03
General Structure,Crawlspace,Floor structure: wood/soil contact,"Untreated wood framing in the crawlspace was in direct contact with soil. If wood moisture levels should rise to approximately 20% moisture content or greater, this wood will decay (rot). You should be diligent in efforts to keep the crawlspace as dry as possible.",defect,0,,,pro,47,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:03
General Structure,Basement,"Floor: cracks, minor, movement, existing home",The basement floor exhibited minor cracking. The home has existed long enough that this condition may have had time to stabilize. Identifying the cause and the level of risk of continuing damage associated with this condition exceeds the scope of the General Home Inspection and would require the services of a structural engineer or qualified foundation repair contractor.,defect,-1,,,structural,6,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:01
General Structure,Basement,"Floor: cracks, minor, newer home","The basement floor exhibited minor cracking. Because the home is newer, this condition may not yet have stabilized. Identifying the cause and the level of risk of continuing damage associated with this condition exceeds the scope of the General Home Inspection and would require the services of a structural engineer or qualified foundation repair contractor.",defect,-1,,,structural,7,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:01
General Structure,Basement,"Floor: cracks, moderate, existing home",The basement floor exhibited moderate cracking. The home has existed long enough that this condition may have had time to stabilize. Identifying the cause and the level of risk of continuing damage associated with this condition exceeds the scope of the General Home Inspection and would require the services of a structural engineer or qualified foundation repair contractor.,defect,0,,,structural,8,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:01
General Structure,Basement,"Floor: cracks, moderate, newer home",The basement concrete floor slab exhibited moderate cracking. Identifying the cause and the level of risk of continuing damage associated with this condition exceeds the scope of the General Home Inspection and would require the services of a structural engineer or qualified foundation repair contractor.,defect,0,,,structural,9,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:01
General Structure,Basement,"Floor: cracks, severe, movement, existing home",The basement floor exhibited severe cracking and evidence of soil movement. The home has existed long enough that this condition may have had time to stabilize. Identifying the cause and the level of risk of continuing damage associated with this condition exceeds the scope of the General Home Inspection and would require the services of a structural engineer or qualified foundation repair contractor.,defect,1,,,structural,10,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:01
General Structure,Basement,"Floor: cracks, severe, newer home","The basement floor exhibited severe cracking and evidence of soil movement. Because the home is newer, this condition may not yet have stabilized. Identifying the cause and the level of risk of continuing damage associated with this condition exceeds the scope of the General Home Inspection. An evaluation should be performed by a structural engineer or qualified foundation repair contractor.",defect,1,,,structural,11,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:01
General Structure,Basement,"Floor: cracks, shrinkage, not a concern",Typical shrinkage cracks in the basement concrete floor slab are not a structural concern. Shrinkage is a natural part of the curing process of concrete and surface cracking is common.,defect,-1,,,structural,12,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:01
General Structure,Basement,"Floor: cracks/displacement, expansive soil","Cracks and displaced areas of the basement concrete floor slab indicated the possible presence of expansive soil beneath the slab. The home is located in an area known to have random deposits of expansive soil. Expansive soils are soils that increase in volume in response to increases in soil moisture content, creating forces that can damage foundations. If damage was caused by expansive soils, damage may continue, and stabilization measures may be expensive. Identifying the cause and the level of risk of continuing damage associated with this condition exceeds the scope of the General Home Inspection. An evaluation should be performed by a structural engineer or qualified foundation repair contractor.",defect,1,,,structural,5,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:01
General Structure,Basement,Floor: damage and deterioration,The basement floor was generally deteriorated and damaged in areas.,defect,0,,,pro,13,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:01
General Structure,Basement,"Floor: deterioration, minor",The basement floor slab exhibited minor deterioration.,defect,-1,,,pro,14,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:01
General Structure,Basement,"Floor: deterioration, moderate",The basement floor slab exhibited moderate deterioration.,defect,0,,,pro,15,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:01
General Structure,Basement,"Floor: deterioration, severe",The basement floor slab was old and severely deteriorated.,defect,0,,,pro,16,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:01
General Structure,Basement,Floor: efflorescence,"Efflorescence (white powdery deposits) visible on the surface of the basement concrete floor slab. Efflorescence is a white powdery mineral residue deposited by water seeping through porous concrete or masonry and evaporating when it reaches the surface. To avoid potential material damage, the source of moisture should be identified and corrected.",defect,0,,,pro,17,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:01
General Structure,Basement,"Floor: efflorescence, elevated moisture","Efflorescence (white powdery deposits) was visible on the surface of the basement concrete floor slab. Efflorescence is a white powdery mineral residue deposited by water seeping through porous concrete or masonry and evaporating when it reaches the surface. The slab was damp at the affected areas. To avoid potential material damage or the growth of mold colonies, the source of moisture should be identified and corrected.",defect,0,,,pro,18,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:01
General Structure,Basement,"Floor: efflorescence, normal moisture",Efflorescence (white powdery deposits) visible on the surface of the basement concrete floor slab is an indication of moisture intrusion. Efflorescence is a white powdery mineral residue deposited by water seeping through porous concrete or masonry and evaporating when it reaches the surface. The moisture meter indicated normal moisture levels in the concrete indicating that the source of moisture may have been corrected or may be intermittent. Identifying the cause and the level of risk of continuing intrusion exceeds the scope of the General Home Inspection. ,defect,0,,,pro,19,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:01
General Structure,Basement,"Floor: not flat or level, poor building practice",The basement concrete floor slab was not flat or level. This appeared to be the result of poor building practices at the time of original construction.,defect,0,,,pro,20,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:01
General Structure,Basement,Floor: perimeter settling,The basement concrete floor slab was not flat but bowed down along the perimeter. This condition is typical of foundation settling over time. Determining the potential for continued settling and possible foundation damage would require the services of a structural engineer.,defect,0,,,pro,21,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:01
General Structure,Basement,"Floor: sediment, normal moisture",Sediment accumulated in areas of the basement floor indicated past moisture intrusion. The moisture meter indicated normal moisture levels in the concrete indicating that the source of moisture may have been corrected or may be intermittent. Identifying the cause and the level of risk of continuing intrusion exceeds the scope of the General Home Inspection.,defect,0,,,pro,22,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:01
General Structure,Basement,Floor: severe surface deterioration,Severe surface damage/deterioration was visible in the basement concrete floor slab at the time of the inspection. It should be evaluated by a qualified contractor to determine the cause and to discuss options and costs for stabilization/repair.,defect,1,,,pro,23,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:01
General Structure,Basement,"Floor: stains, elevated moisture levels",Stains and moisture visible on the basement concrete floor slab appear to be the result of recent moisture intrusion. The moisture meter showed elevated levels of moisture present in the slab. Moisture intrusion may damage materials and/or encourage the growth of microbes such as mold. The source of moisture should be identified and corrected.,defect,0,,,pro,24,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:01
General Structure,Basement,"Floor: stains, normal moisture",Stains in areas of the basement floor indicated past moisture intrusion. The moisture meter indicated normal moisture levels in the concrete indicating that the source of moisture may have been corrected or may be intermittent. Identifying the cause and the level of risk of continuing intrusion exceeds the scope of the General Home Inspection.,defect,0,,,pro,25,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:01
General Structure,Basement,Fnished basement: limited inspection,"Because the General Home Inspection is a visual inspection, inspection of the basement floor slab is limited by the fact that most of the slab was hidden beneath floor covering materials. The Inspectors comments are limited to only those portions of the slab he could view directly.",limit,,,,pro,1,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:01
General Structure,Foundation Walls,"Footing: none visible, cracks","The home foundation had no footings. Because the soil beneath the home must bear the weight of the structure, footings are designed and typically installed to spread the weight carried by the foundation over a greater area of soil. The Inspector observed cracks in the home that may have been caused by this condition. The Inspector recommends that before the expiration of your Inspection Objection Deadline, that you consult with a qualified foundation contractor to determine the need for- and potential costs of- stabilization options.",defect,0,,,foundation,62,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:19:58
General Structure,Foundation Walls,"Footing: none visible, no problem","The home foundation had no footings. Because the soil beneath the home must bear the weight of the structure, footings are designed and typically installed to spread the weight carried by the foundation over a greater area of soil. The Inspector did not observe any defective conditions that appeared to be connected with this condition.",defect,-1,,,pro,63,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:19:58
General Structure,Foundation Walls,Footing: not continuous,The poured concrete footing did not appear to be continuous around the entire perimeter of the home.,defect,-1,,,pro,64,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:19:58
General Structure,Foundation Walls,Footing: not visible,The footings were not visible.,limit,,,,pro,3,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:19:55
General Structure,Foundation Walls,Footing: poured concrete footing,The home appeared to have a continuous poured concrete footing. The footings were only partially visible at the time of the inspection. The majority of the footings were buried in soil.,limit,,,,pro,4,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:19:56
General Structure,Foundation Walls,Footing: shallow footings,Footings were visible at the ground surface in areas and so do not meet minimum depth requirements. This condition makes the foundation more vulnerable to damage from soil movement due to freezing. Footings are typically required to be installed below the frost line to avoid foundation damage from heaving.,defect,-1,,,pro,65,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:19:58
General Structure,Foundation Walls,Foundation Configuration,,info,,"Slab-on-grade, Post tensioned slab-on-grade, Basement, Crawlspace, Slab/Basement, Slab/Crawlspace, Basement/Crawlspace, Drilled pier foundation, CMU stem wall on spread footings, Concrete stem wall on spread footings",,pro,3,checkbox,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:19:55
General Structure,Foundation Walls,Foundation type: drilled-pier foundation,The home  had a drilled-pier foundation designed to accommodate weak or unstable soil. Drilled-pier foundations consist of concrete columns spaced at intervals that serve to extend the foundation walls down through layers of unstable soil to bear upon a layer of stable soil or rock. Foundation walls are typically separated from soil by sacrificial void forms.,info,,,,pro,4,boolean,,,,,10,1000,,,,0,https://cdn.spectora.com/default_photos/images/003/954/389/original/drilledpierfoundationsimple_1.png?1737479996,,https://cdn.spectora.com/default_photos/images/003/954/390/original/drilledpier_foundation.png?1737479996,,,,,,,,,,,,,,,,,,01/21/2025 12:19:56
General Structure,Foundation Walls,Foundation Wall Material,,info,,"Concrete, Brick, Concrete masonry unit (CMU), Wood frame, Terra cotta, Mortared stone, Stone rubble",,pro,5,checkbox,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:19:56
General Structure,Crawlspace,"Foundation walls: efflorescence, heavy deposits","In the crawlspace, heavy deposits of efflorescence were visible at some of the interior surfaces of the foundation walls. Efflorescence is a white, powdery residue left by moisture seeping through the foundation wall and its presence indicates high moisture levels in soil near the foundation. Excessively high moisture levels in soil supporting the foundation can cause various structural problems related to soil movement. Long-term exposure to this condition can cause foundation damage. The Inspector recommends that the source of moisture be identified and the condition corrected.",defect,0,,,pro,50,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:03
General Structure,Crawlspace,"Foundation walls: stains, normal moisture levels",Stains visible on the interior surfaces of the foundation wall in the crawlspace appeared to be the result of past moisture intrusion. Moisture intrusion can result in damage to the home structure or materials and may result in conditions which encourage the growth of microbes such as mold.  The moisture meter showed no elevated levels of moisture in the foundation wall at the time of the inspection.  You should monitor this area for future signs of moisture intrusion in an effort to identify and correct any source of moisture.,defect,0,,,monitor,51,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:03
General Structure,Crawlspace,"Foundation walls: undermining, foundation cracks, negative grade","Gaps visible beneath foundation walls in the crawlspace indicate undermining has occurred. Undermining occurs when flowing water erodes soil from beneath a foundation. This is a structural problem because foundations are designed to transfer the weight of the structure above to the soil. Without the support of soil, the foundation is exposed to structural loads for which it was not designed and can fail. The Inspector recommends identifying the source of the moisture and correcting it. Moisture intrusion can also encourage the growth of microbes such as mold fungi. Cracking in the foundation in this area was consistent with damage typically caused by inadequate foundation support. The Inspector recommends that before the expiration of your Inspection Objection Deadline you consult with a qualified foundation repair contractor to discuss options and costs for repair and/or stabilization.",defect,0,,,foundation,52,boolean,,,,,10,1000,,,,0,,,,,,,,,,,,,,,,,,,,,01/21/2025 12:20:03
